Unnamed: 0,timestamp,Project-ID,Section-ID,Section-Title,Section-Outline-Level,Section-Index,Section-Status,Verb,Actor-Name,Version-Changelog,Version-ID,Media-ID,Media-Caption,Message-ID,Annotation-ID,Object-Type,Research-Task-Type,Case-ID,Deadline
53044d60-7f65-4a6e-ae4e-509d92979d28,2024-10-10T18:18:00.000Z,1,1,Problem Definition,0,1,,typed,Caleb,,,,,,,document,Erheben,,2025-01-31T23:59:59.000Z
961a7e80-0913-444e-8642-6b5b996e3399,2024-10-10T18:18:00.000Z,1,2,Literature Review,0,2,,viewed,Ethan,,,,,,,document,Analysieren,,
dddda621-d032-4008-8523-9855f8c49e26,2024-10-10T19:28:00.000Z,2,7,Reflection,1,7,WIP,started editing of,Hugo,,,,,,,section,Analysieren,,2025-02-14T23:59:59.000Z
c37656a3-90bc-4c70-b196-41cbd205944c,2024-10-10T19:35:00.000Z,2,7,Reflection,1,7,WIP,created,Hugo,Initial draft outlining key issues; needs more examples and data.,237,,,,,section,Analysieren,,2025-02-14T23:59:59.000Z
1dececb5-ba5a-490f-9ca9-a4a9865fbac3,2024-10-10T21:58:00.000Z,2,1,Problem Definition,0,1,,opened,Hugo,,,,,,,document,Erheben,,2024-10-31T23:59:59.000Z
1e0cd4b7-3447-47d6-b112-f2fe1f0450a5,2024-10-10T22:35:00.000Z,1,7,Reflection & Lessons,1,7,WIP,started editing of,Alice,,,,,,,section,Analysieren,,2025-02-14T23:59:59.000Z
aa64ca21-0d0c-4cec-b80a-cbfa9ad030d3,2024-10-10T22:42:00.000Z,1,7,Reflection & Lessons,1,7,WIP,created,Alice,First draft based on initial brainstorming.,273,,,,,section,Analysieren,,2025-02-14T23:59:59.000Z
4f7aadb2-c567-4756-8d4d-24a49505bea8,2024-10-10T23:07:00.000Z,1,4,Data Collection & Analysis,1,4,WIP,updated,AdMA,Added instructor scaffold,4,,,,,section,Analysieren,,
7c593ca3-8b22-4767-b7e2-5975f21287d1,2024-10-11T00:05:00.000Z,1,1,Problem Definition,0,1,,opened,Alice,,,,,,,document,Erheben,,2024-10-31T23:59:59.000Z
306149d8-6545-47cf-ae36-f4600a7c611c,2024-10-11T02:11:00.000Z,2,1,Problem Definition,0,1,,saved,Adam,,,,,,,document,Erheben,,2024-10-31T23:59:59.000Z
cb655ac7-f02b-4738-972a-24ad6b1e1502,2024-10-11T02:58:00.000Z,2,3,Literature Review,0,3,,created,Mira,,,,,25,,message,Analysieren,,2024-12-24T23:59:59.000Z
3395e8bf-f6d1-449c-87c3-16757ba99e3e,2024-10-11T02:58:00.000Z,1,1,Problem Definition,0,1,,created,Ruby,,,,,120,,message,Erheben,,2024-10-31T23:59:59.000Z
5d9a664a-370f-45f9-923b-044964a1436d,2024-10-11T03:48:00.000Z,1,2,Literature Review,1,2,WIP,started editing of,Ethan,,,,,,,section,Analysieren,,
69bf7a34-eefb-4492-9b4b-e4cc14f632d7,2024-10-11T03:55:00.000Z,1,2,Literature Review,1,2,WIP,updated,Ethan,Integrated findings from two sources.,135,,,,,section,Analysieren,,
5a07a4cc-076b-4980-9cb6-6c1376da1953,2024-10-11T18:05:00.000Z,2,3,Literature Review,0,3,,created,Rowan,,,,,456,,message,Analysieren,,2024-12-24T23:59:59.000Z
fbd337dc-a875-4b47-bc5a-7630ef4a6257,2024-10-11T18:18:00.000Z,2,1,Problem Definition,0,1,,saved,Logan,,,,,,,section,Erheben,,2024-10-31T23:59:59.000Z
a0632bc6-ab3d-4b44-b174-3fd6c75b9cb9,2024-10-11T18:51:00.000Z,1,1,Problem Definition,0,1,,started editing of,Mia,,,,,,,text_input,Erheben,,2024-10-31T23:59:59.000Z
7d8ce678-96e8-4d61-82d3-23d4dea9d071,2024-10-11T22:35:00.000Z,2,7,Reflection,1,7,WIP,started editing of,Felix,,,,,,,section,Analysieren,,2025-02-14T23:59:59.000Z
511c21c2-875b-4472-89f5-196731c1352f,2024-10-11T22:35:00.000Z,2,7,Reflection,1,7,WIP,started editing of,Dylan,,,,,,,section,Analysieren,,2025-02-14T23:59:59.000Z
fcff4d81-c76f-464b-a9cc-17203db2aa65,2024-10-11T22:42:00.000Z,2,7,Reflection,1,7,WIP,created,Felix,Initial framing of problem to ensure inclusivity focus.,229,,,,,section,Analysieren,,2025-02-14T23:59:59.000Z
28ba0213-766a-4a17-a3ce-ae6dbe722d21,2024-10-11T22:42:00.000Z,2,7,Reflection,1,7,WIP,created,Dylan,"Initial draft, focusing on core problem scope.",353,,,,,section,Analysieren,,2025-02-14T23:59:59.000Z
50f3ddd3-c651-4f0a-b459-2224ed6aa29f,2024-10-12T00:05:00.000Z,1,1,Problem Definition,0,1,,opened,Lucas,,,,,,,document,Erheben,,2024-10-31T23:59:59.000Z
1b291915-9d65-4b0b-aa3e-ce4fa856c3a8,2024-10-12T00:05:00.000Z,2,1,Problem Definition,0,1,,started editing of,Felix,,,,,,,text,Erheben,,2025-01-31T23:59:59.000Z
16aac5aa-461e-44d7-9b24-0a4a267549e6,2024-10-12T00:05:00.000Z,2,1,Problem Definition,0,1,,started editing of,Dylan,,,,,,,text,Erheben,,2024-10-31T23:59:59.000Z
bdc6b70a-2fe8-45c6-8e57-5055749d9787,2024-10-12T02:25:00.000Z,1,2,Literature Review,0,2,,created,Olivia,,,,,390,,message,Analysieren,,
63b1d5ca-a509-4e52-adda-98f4d9a9f98a,2024-10-12T02:38:00.000Z,1,2,Literature Review,0,2,,read,Samuel,,,,,,,source,Analysieren,,
249f59d4-1bd6-4954-a25c-c9b33f1b3b52,2024-10-12T02:58:00.000Z,1,1,Problem Definition,0,1,,created,Evan,,,,,13,,message,Erheben,,2024-10-31T23:59:59.000Z
5e6f41dd-a6e0-44ed-a48d-44d91997f65d,2024-10-12T03:21:00.000Z,1,7,Reflection & Lessons,1,7,WIP,started editing of,Mia,,,,,,,section,Analysieren,,2025-02-14T23:59:59.000Z
780d0176-a25d-4de3-913c-fc5d5d81a1b5,2024-10-12T03:28:00.000Z,1,7,Reflection & Lessons,1,7,WIP,created,Mia,Added telemedicine as a possible solution.,249,,,,,section,Analysieren,,2025-02-14T23:59:59.000Z
a6224966-7e7b-4536-9b8e-a944e089e1c8,2024-10-12T18:05:00.000Z,1,1,Problem Definition,0,1,,created,Sarah,,,,,357,,message,Erheben,,2024-10-31T23:59:59.000Z
86209e4f-5974-41a7-9856-7300ab9b8722,2024-10-12T18:18:00.000Z,1,1,Problem Definition,0,1,,typed,Sofia,,,,,,,document,Erheben,,2024-10-31T23:59:59.000Z
85c36c18-7484-4381-9d4a-d6c7367050fd,2024-10-12T18:51:00.000Z,1,1,Problem Definition,0,1,,opened,Ava,,,,,,,document,Erheben,,2024-10-31T23:59:59.000Z
17ac0507-db86-45af-a50d-d0a861034cc0,2024-10-12T22:55:00.000Z,1,1,Problem Definition,0,1,,typed,Maya,,,,,,,text,Erheben,,2024-10-31T23:59:59.000Z
0fff83f0-447b-4bea-aada-3b27f555e7e1,2024-10-12T23:31:00.000Z,1,5,Solution Design,0,5,,opened,Chloe,,,,,,,comment thread,Synthetisieren,,
eddf6c3d-3423-4727-923c-a99247ecbdc2,2024-10-13T02:11:00.000Z,2,1,Problem Definition,0,1,,typed,Arlo,,,,,,,document,Erheben,,2025-01-31T23:59:59.000Z
ac3649d4-9f83-486d-8284-aac79549e477,2024-10-13T02:58:00.000Z,2,1,Problem Definition,0,1,,created,Finn,,,,,201,,message,Erheben,,2025-01-31T23:59:59.000Z
6295c544-b12d-485c-996a-7ee6314f30a5,2024-10-13T03:21:00.000Z,2,7,Reflection,1,7,WIP,started editing of,Ava,,,,,,,section,Analysieren,,2025-02-14T23:59:59.000Z
da53f592-9aaa-4661-a0cb-4eac0bae0a63,2024-10-13T03:28:00.000Z,2,7,Reflection,1,7,WIP,created,Ava,Added sources and flagged gaps for potential stakeholder input.,66,,,,,section,Analysieren,,2025-02-14T23:59:59.000Z
3e4d29d9-5a08-44ae-bf18-fe4cb1c4fad6,2024-10-13T18:05:00.000Z,1,1,Problem Definition,0,1,,created,Caleb,,,,,83,,message,Erheben,,2025-01-31T23:59:59.000Z
0170611a-b1b7-4b83-bad7-5a9d0e0bea0e,2024-10-13T18:05:00.000Z,1,1,Problem Definition,0,1,,created,Ethan,,,,,140,,message,Erheben,,2024-10-31T23:59:59.000Z
3ab739c3-2b06-491f-a498-386a6140d0f0,2024-10-13T22:35:00.000Z,1,7,Reflection & Lessons,1,7,WIP,started editing of,Isaac,,,,,,,section,Analysieren,,2025-02-14T23:59:59.000Z
19b9d8fc-fe98-4cfe-9b51-a4c27e9a2023,2024-10-13T22:35:00.000Z,2,4,Design Thinking Process,2,4,WIP,started editing of,Miles,,,,,,,section,Synthetisieren,,
5e8acc42-4775-482e-a6fb-52e35cd8fe17,2024-10-13T22:42:00.000Z,1,7,Reflection & Lessons,1,7,WIP,created,Isaac,Initial draft of the problem definition; input needed on scope and phrasing.,108,,,,,section,Analysieren,,2025-02-14T23:59:59.000Z
fbea87fa-7b91-479d-a8f3-b32b5e3e6106,2024-10-13T22:42:00.000Z,2,4,Design Thinking Process,2,4,WIP,created,Miles,Draft focused on narrowing problem scope.,402,,,,,section,Synthetisieren,,
edd6f335-33c3-4c8d-9a1d-2d7f2736b983,2024-10-14T00:05:00.000Z,1,1,Problem Definition,0,1,,opened,Isaac,,,,,,,document,Erheben,,2024-10-31T23:59:59.000Z
00556e30-4b11-4fd6-a40e-d3e407568e57,2024-10-14T00:05:00.000Z,2,1,Problem Definition,0,1,,started editing of,Miles,,,,,,,text,Erheben,,2024-10-31T23:59:59.000Z
55575a5b-ad7c-4bfb-9258-ee05a9abae68,2024-10-14T00:41:00.000Z,1,2,Literature Review,1,2,WIP,updated,MiMA,Added instructor scaffold,2,,,,,section,Analysieren,,
dd699637-e532-4522-8966-111299d6fb88,2024-10-14T02:11:00.000Z,1,2,Literature Review,0,2,,started editing of,Omar,,,,,,,document,Analysieren,,2024-10-31T23:59:59.000Z
f943da43-1754-4396-98ea-0138bd7bfddf,2024-10-14T02:25:00.000Z,1,2,Literature Review,0,2,,created,Daniel,,,,,343,,message,Analysieren,,
ad82c901-4b1d-45d8-8aa0-16174bd34b75,2024-10-14T02:58:00.000Z,2,1,Problem Definition,0,1,,created,Adam,,,,,312,,message,Erheben,,2024-10-31T23:59:59.000Z
e9aa2445-b24a-4954-88b1-afec5fe88c86,2024-10-14T04:42:00.000Z,1,4,Data Collection & Analysis,0,4,,uploaded,Julian,,,40,Preliminary survey design draft.,,,video,Analysieren,,2024-10-31T23:59:59.000Z
6a8bad50-5048-485b-bb1c-9c6eff347bcb,2024-10-14T18:05:00.000Z,2,3,Literature Review,0,3,,created,Logan,,,,,460,,message,Analysieren,,2024-12-24T23:59:59.000Z
310ed439-459c-4fc4-844c-099f79025e66,2024-10-14T18:18:00.000Z,1,1,Problem Definition,0,1,,typed,Hazel,,,,,,,file,Erheben,,2024-10-31T23:59:59.000Z
3afd90c4-073d-4736-a3eb-dfd7bfe9f9ae,2024-10-14T19:28:00.000Z,1,1,Problem Definition,1,1,WIP,updated,AdMA,Added instructor scaffold,1,,,,,section,Erheben,,
70f6149d-b43d-4031-95a2-4dc043ca929c,2024-10-14T19:28:00.000Z,2,7,Reflection,1,7,WIP,started editing of,Iris,,,,,,,section,Analysieren,,2025-02-14T23:59:59.000Z
d66bdac6-1241-4bde-838e-058e9c3af2e7,2024-10-14T19:28:00.000Z,1,7,Reflection & Lessons,1,7,WIP,started editing of,Ella,,,,,,,section,Analysieren,,2025-02-14T23:59:59.000Z
a0b81630-0e08-4352-ac8d-72b18c0c0112,2024-10-14T19:35:00.000Z,2,7,Reflection,1,7,WIP,created,Iris,Draft narrowed the project's scope to urban sustainability gaps.,47,,,,,section,Analysieren,,2025-02-14T23:59:59.000Z
43f91797-b295-4aee-a0db-75704222398a,2024-10-14T19:35:00.000Z,1,7,Reflection & Lessons,1,7,WIP,created,Ella,Added main findings from the first three papers I read but still need to connect them.,257,,,,,section,Analysieren,,2025-02-14T23:59:59.000Z
c773965b-d175-4c0a-bd62-5f901c4e1ebd,2024-10-14T21:58:00.000Z,2,1,Problem Definition,0,1,,opened,Iris,,,,,,,document,Erheben,,2024-10-31T23:59:59.000Z
12074c79-15b7-4f6e-a2ac-369c41c0a265,2024-10-14T21:58:00.000Z,1,1,Problem Definition,0,1,,opened,Ella,,,,,,,text,Erheben,,2024-10-31T23:59:59.000Z
193447e4-8fb2-40e7-85d1-d923dcdfad6a,2024-10-14T22:35:00.000Z,1,7,Reflection & Lessons,1,7,WIP,started editing of,Grace,,,,,,,section,Analysieren,,2025-02-14T23:59:59.000Z
f1df050b-be1a-4abd-9e67-a16113320649,2024-10-14T22:42:00.000Z,1,7,Reflection & Lessons,1,7,WIP,created,Grace,Added specific study example for economic challenges.,207,,,,,section,Analysieren,,2025-02-14T23:59:59.000Z
4fa3753d-1b7e-4082-8656-945af77a9d74,2024-10-15T00:05:00.000Z,1,1,Problem Definition,0,1,,opened,Grace,,,,,,,text,Erheben,,2024-10-31T23:59:59.000Z
5e459772-f325-45de-9f77-0787b3ae4aae,2024-10-15T02:11:00.000Z,2,1,Problem Definition,0,1,,typed,Nora,,,,,,,text,Erheben,,2024-10-31T23:59:59.000Z
de7e0b18-f1d7-47fb-b8d3-3802ada9fc04,2024-10-15T02:11:00.000Z,1,2,Literature Review,0,2,,opened,Levi,,,,,,,document,Analysieren,,
24258e3c-1799-45e3-96a9-d0d480efd295,2024-10-15T02:25:00.000Z,2,1,Problem Definition,0,1,,created,Samuel,,,,,435,,message,Erheben,,
3d102c71-9c28-4ea2-9f37-081820c00051,2024-10-15T02:58:00.000Z,1,5,Solution Design,0,5,,created,Jade,,,,,159,,message,Synthetisieren,,
e3aef8c6-3d46-48cc-abaa-62ae489881d2,2024-10-15T18:05:00.000Z,1,1,Problem Definition,0,1,,created,Sofia,,,,,147,,message,Erheben,,2024-10-31T23:59:59.000Z
d93bae48-5c1f-4193-bd99-f4866b53e766,2024-10-15T18:05:00.000Z,1,2,Literature Review,0,2,,created,Quinn,,,,,450,,message,Analysieren,,2024-12-24T23:59:59.000Z
1227dd62-e065-46bf-a878-b5fc6e1c2285,2024-10-15T22:35:00.000Z,1,7,Reflection & Lessons,1,7,WIP,started editing of,Clara,,,,,,,section,Analysieren,,2025-02-14T23:59:59.000Z
45254582-0ca5-4165-9966-acf9bff30c82,2024-10-15T22:42:00.000Z,1,7,Reflection & Lessons,1,7,WIP,created,Clara,Expanded the section to include economic considerations after team feedback.,224,,,,,section,Analysieren,,2025-02-14T23:59:59.000Z
14e0baac-9f8b-4e3d-98c3-1d0a20335dce,2024-10-15T23:18:00.000Z,1,5,Solution Design,0,5,,created,Chloe,,,,,76,,message,Synthetisieren,,
b4cb06f5-8f5b-4114-be8d-0c6e0a9cea40,2024-10-16T00:05:00.000Z,1,1,Problem Definition,0,1,,opened,Clara,,,,,,,header,Erheben,,2024-10-31T23:59:59.000Z
4e1904b0-d222-4f9d-92d4-7c04d1b28427,2024-10-16T01:24:00.000Z,2,2,Stakeholder Analysis,0,2,,created,Emma,,,,,272,,message,Analysieren,,
2e26cee0-fc10-4f21-8e45-e57c9badbe44,2024-10-16T02:11:00.000Z,1,1,Problem Definition,0,1,,started editing of,Milo,,,,,,,content_draft,Erheben,,2025-01-31T23:59:59.000Z
4944adde-7e13-40ed-88cc-f35793f1df5d,2024-10-16T02:58:00.000Z,2,1,Problem Definition,0,1,,created,Arlo,,,,,189,,message,Erheben,,2025-01-31T23:59:59.000Z
fbe7d0aa-5e9a-40ef-86b1-b255c1891d5b,2024-10-16T18:05:00.000Z,1,5,Solution Design,0,5,,created,Irene,,,,,458,,message,Synthetisieren,,2025-01-31T23:59:59.000Z
6b51673c-d3e1-4bdc-a5ce-7636ed658e7b,2024-10-16T19:28:00.000Z,1,7,Reflection & Lessons,1,7,WIP,started editing of,Owen,,,,,,,section,Analysieren,,2025-02-14T23:59:59.000Z
c37d8b9c-7528-4d50-809a-a70a5a65c354,2024-10-16T19:28:00.000Z,1,7,Reflection & Lessons,1,7,WIP,started editing of,Emma,,,,,,,section,Analysieren,,
370edf7a-4055-4840-882e-00d329ebbad5,2024-10-16T19:35:00.000Z,1,7,Reflection & Lessons,1,7,WIP,created,Owen,Summarized two relevant papers; added notes on potential gaps.,53,,,,,section,Analysieren,,2025-02-14T23:59:59.000Z
94d4bcaf-9c09-4d59-891f-b16c4e56e258,2024-10-16T19:35:00.000Z,1,7,Reflection & Lessons,1,7,WIP,created,Emma,Added Smith et al. and adjusted the framing for relevance.,233,,,,,section,Analysieren,,
87cda7c7-8598-4de1-8dd5-f02e8cba6fd4,2024-10-16T19:51:00.000Z,2,5,Prototype Description,1,5,WIP,updated,DaMA,Added instructor scaffold,12,,,,,section,Synthetisieren,,
ffa7c68b-3a2a-48a5-b031-d07a01c300d7,2024-10-16T20:11:00.000Z,1,2,Literature Review,0,2,,created,Maya,,,,,224,,message,Analysieren,,2024-10-31T23:59:59.000Z
1a2f802c-25fc-4735-8008-c2c7b6065d10,2024-10-16T20:38:00.000Z,2,1,Problem Definition,0,1,,created,Amelia,,,,,421,,message,Erheben,,
0dbd9a84-f50a-44e8-9b1a-8ccd5bf3881b,2024-10-16T21:25:00.000Z,1,2,Literature Review,0,2,,viewed,Nathan,,,,,,,source,Analysieren,,
